trAnsaCtion_id,STOre_id,CAShiEr_id,transaction_time,item_count,payment_method,uSeD_cOupon,stOre_reGIOn,totAL_aMOunT
TX005806,S001,C022,2025-03-30 18:00:00,13,Credit,True,East,248.83
TX005807,S001,C016,2025-03-15 20:00:00,1,QR,False,North,34.95
TX005808,S002,C012,2025-02-13 18:00:00,5,QR,False,North,101.3
TX005809,S004,C003,2025-03-01 10:00:00,3,Cash,False,South,79.97
TX005810,S002,C014,2025-03-17 14:00:00,4,Credit,True,North,64.96
TX005811,S002,C017,2025-01-16 16:00:00,9,Points,False,South,340.2
TX005812,S001,C022,2025-02-14 08:00:00,11,Cash,True,East,311.2
TX005813,S001,C016,2024-12-29 22:00:00,14,Credit,True,South,395.84
TX005814,S004,C021,2025-01-25 20:00:00,7,Points,False,East,83.5
TX005815,S005,C012,2025-03-06 14:00:00,11,Cash,False,West,184.87
TX005816,S002,C028,2025-04-05 10:00:00,5,Points,False,South,226.88
TX005817,S004,C024,2024-12-27 08:00:00,8,QR,False,West,196.93
TX005818,S002,C030,2025-04-07 06:00:00,6,Credit,False,East,192.62
TX005819,S005,C002,2025-01-29 20:00:00,10,Points,False,North,481.53
TX005820,S002,C008,2025-02-28 06:00:00,2,Credit,False,West,64.48
TX005821,S003,C012,2025-03-30 08:00:00,7,Cash,True,South,148.96
TX005822,S004,C021,2025-03-07 14:00:00,1,Credit,True,South,37.49
TX005823,S001,C016,2025-03-13 00:00:00,3,Cash,True,West,150.18
TX005824,S002,C008,2024-12-21 18:00:00,12,Credit,False,West,479.79
TX005825,S004,C028,2024-12-27 02:00:00,1,Cash,True,West,31.01
TX005826,S004,C016,2025-03-26 22:00:00,14,Cash,True,South,227.94
TX005827,S002,C010,2025-04-01 00:00:00,1,Cash,False,West,22.44
TX005828,S001,C020,2025-02-06 04:00:00,5,Points,True,West,286.53
TX005829,S001,C015,2025-04-05 06:00:00,6,QR,False,East,291.54
TX005830,S002,C004,2025-03-22 10:00:00,12,Credit,True,West,172.54
TX005831,S004,C026,2025-04-06 22:00:00,3,QR,False,West,30.83
TX005832,S001,C015,2025-04-25 08:00:00,14,QR,False,South,262.79
TX005833,S002,C004,2025-03-25 20:00:00,3,QR,False,South,171.58
TX005834,S002,C030,2025-01-10 08:00:00,3,QR,True,North,117.01
TX005835,S002,C011,2025-03-13 20:00:00,1,Credit,False,South,51.93
TX005836,S004,C006,2025-04-23 22:00:00,5,Credit,True,South,166.31
TX005837,S001,C004,2024-12-04 14:00:00,1,QR,True,South,51.33
TX005838,S004,C009,2025-04-10 08:00:00,10,Credit,False,South,116.96
TX005839,S003,C009,2025-01-17 12:00:00,10,Credit,True,West,313.41
TX005840,S001,C003,2025-01-18 12:00:00,3,Cash,True,North,86.64
TX005841,S004,C023,2025-03-03 22:00:00,13,Credit,True,South,768.01
TX005842,S001,C028,2025-03-18 08:00:00,6,Points,False,West,150.14
TX005843,S003,C005,2025-02-13 12:00:00,11,QR,True,South,339.3
TX005844,S005,C015,2024-12-19 06:00:00,6,Credit,True,North,287.64
TX005845,S002,C028,2025-02-16 00:00:00,3,QR,True,East,162.11
TX005846,S004,C009,2025-04-02 02:00:00,9,Credit,True,East,485.27
TX005847,S003,C002,2025-01-03 08:00:00,8,QR,True,North,237.8
TX005848,S003,C003,2025-03-29 14:00:00,11,Points,True,West,631.71
TX005849,S001,C026,2025-01-30 12:00:00,3,Credit,False,West,128.03
TX005850,S001,C021,2025-02-21 12:00:00,5,Credit,False,North,262.78
TX005851,S002,C012,2025-02-13 20:00:00,5,Points,False,East,281.57
TX005852,S001,C016,2025-04-13 06:00:00,14,Credit,False,South,303.52
TX005853,S004,C005,2025-02-10 10:00:00,5,QR,True,East,174.8
TX005854,S004,C010,2025-02-05 22:00:00,3,Points,True,South,118.17
TX005855,S004,C028,2025-01-10 18:00:00,5,Cash,True,North,250.61
TX005856,S005,C015,2025-04-05 16:00:00,5,QR,True,North,150.29
TX005857,S004,C014,2025-04-28 08:00:00,4,Credit,False,North,82.09
TX005858,S001,C014,2025-04-04 10:00:00,4,QR,False,East,188.65
TX005859,S001,C023,2025-04-13 02:00:00,2,Points,True,North,79.23
TX005860,S004,C013,2025-02-17 02:00:00,9,Credit,True,East,494.23
TX005861,S003,C016,2025-02-09 06:00:00,7,Credit,True,West,299.26
TX005862,S003,C030,2025-04-22 02:00:00,1,Points,False,South,10.84
TX005863,S003,C008,2025-04-02 08:00:00,5,Cash,False,South,291.66
TX005864,S002,C008,2025-03-18 16:00:00,2,Credit,False,South,79.31
TX005865,S005,C030,2024-12-23 04:00:00,10,Credit,True,North,397.94
TX005866,S004,C017,2024-12-05 10:00:00,6,Credit,True,South,332.78
TX005867,S002,C030,2025-01-13 22:00:00,7,Cash,True,North,302.33
TX005868,S003,C017,2025-04-08 14:00:00,12,QR,False,East,407.59
TX005869,S004,C003,2025-01-21 06:00:00,2,Cash,False,North,30.73
TX005870,S002,C001,2025-03-01 04:00:00,11,QR,False,South,639.21
TX005871,S001,C017,2025-02-27 14:00:00,6,Credit,True,North,83.55
TX005872,S003,C026,2025-03-16 00:00:00,13,QR,False,North,240.69
TX005873,S002,C024,2025-02-18 12:00:00,3,QR,True,East,152.93
TX005874,S001,C016,2025-01-02 02:00:00,9,QR,True,North,310.68
TX005875,S003,C017,2025-04-15 18:00:00,4,QR,True,South,75.65
TX005876,S005,C025,2025-01-31 02:00:00,3,Credit,False,North,72.92
TX005877,S003,C002,2025-01-29 14:00:00,13,Points,False,West,776.11
TX005878,S005,C025,2025-01-24 02:00:00,11,Cash,False,North,431.21
TX005879,S005,C014,2024-12-25 22:00:00,3,QR,False,West,90.24
TX005880,S005,C007,2025-01-02 20:00:00,2,Credit,False,South,107.62
TX005881,S004,C025,2025-03-13 12:00:00,12,Credit,False,West,407.82
TX005882,S004,C019,2025-03-24 06:00:00,9,Credit,True,West,228.57
TX005883,S005,C001,2025-01-19 08:00:00,8,Credit,False,West,145.69
TX005884,S001,C017,2025-04-26 02:00:00,5,QR,False,West,236.12
TX005885,S005,C027,2025-01-12 18:00:00,14,Cash,True,West,557.36
TX005886,S002,C010,2025-03-11 02:00:00,14,Credit,False,North,204.65
TX005887,S005,C006,2025-01-02 22:00:00,13,Cash,False,East,514.57
TX005888,S004,C007,2024-12-31 20:00:00,9,Cash,True,West,161.75
TX005889,S004,C025,2025-02-10 10:00:00,13,Cash,False,South,768.12
TX005890,S002,C006,2025-02-04 20:00:00,2,Points,True,South,45.97
TX005891,S002,C005,2025-01-24 18:00:00,6,Credit,True,North,268.8
TX005892,S003,C030,2025-03-22 18:00:00,7,Credit,True,East,299.62
TX005893,S001,C002,2025-01-31 06:00:00,6,Credit,False,East,267.41
TX005894,S001,C018,2025-03-27 00:00:00,3,Cash,True,West,94.5
TX005895,S001,C024,2025-01-01 22:00:00,10,Credit,False,South,137.17
TX005896,S004,C017,2024-12-06 02:00:00,14,Credit,True,South,826.01
TX005897,S001,C024,2025-01-12 00:00:00,10,Cash,False,North,195.76
TX005898,S003,C027,2024-12-20 20:00:00,10,Credit,True,West,484.86
TX005899,S003,C026,2024-12-17 04:00:00,9,QR,False,South,151.91
TX005900,S001,C027,2025-01-26 10:00:00,14,Points,False,West,336.84
TX005901,S002,C023,2025-03-14 18:00:00,12,QR,False,East,455.93
TX005902,S003,C007,2024-12-06 00:00:00,8,QR,False,West,245.39
TX005903,S002,C021,2025-03-07 00:00:00,8,QR,False,West,463.31
TX005904,S004,C019,2025-02-21 10:00:00,8,Cash,False,North,419.07
TX005905,S003,C007,2025-01-27 00:00:00,9,Credit,False,North,504.81
TX005906,S002,C023,2024-12-13 22:00:00,1,QR,False,East,42.03
TX005907,S001,C007,2025-03-27 18:00:00,8,QR,False,East,167.57
TX005908,S004,C016,2025-04-17 02:00:00,2,Credit,True,West,71.85
TX005909,S005,C012,2025-02-15 20:00:00,4,Cash,True,South,193.11
TX005910,S005,C015,2025-02-11 06:00:00,1,QR,True,West,13.24
TX005911,S001,C015,2025-02-14 04:00:00,12,Credit,True,East,637.87
TX005912,S004,C011,2025-04-14 02:00:00,6,Credit,True,North,249.41
TX005913,S004,C002,2025-02-22 04:00:00,10,Points,False,North,461.79
TX005914,S004,C003,2025-04-01 16:00:00,1,QR,True,East,44.71
TX005915,S004,C019,2025-02-20 04:00:00,12,QR,True,West,628.66
TX005916,S005,C020,2025-03-13 12:00:00,5,Points,True,South,71.88
TX005917,S002,C028,2025-01-02 06:00:00,9,Credit,True,North,259.67
TX005918,S004,C025,2025-04-05 06:00:00,1,Credit,False,West,35.13
TX005919,S002,C026,2025-02-12 20:00:00,9,QR,False,South,335.97
TX005920,S004,C015,2025-02-08 18:00:00,4,QR,True,East,228.51
TX005921,S003,C016,2025-03-24 14:00:00,3,Points,True,West,36.37
TX005922,S003,C001,2024-12-29 06:00:00,8,QR,True,South,426.56
TX005923,S003,C015,2024-12-17 22:00:00,6,QR,True,West,225.57
TX005924,S004,C012,2024-12-14 08:00:00,7,Cash,False,North,264.12
TX005925,S002,C007,2025-04-10 06:00:00,9,Points,False,East,234.15
TX005926,S005,C007,2025-01-02 14:00:00,5,Credit,False,North,210.91
TX005927,S001,C011,2025-02-03 00:00:00,13,QR,True,North,550.17
TX005928,S005,C020,2025-04-21 16:00:00,2,Credit,False,West,38.93
TX005929,S004,C029,2025-01-17 20:00:00,3,QR,True,East,131.55
TX005930,S003,C011,2025-01-14 10:00:00,3,Cash,False,West,70.01
TX005931,S003,C017,2025-03-02 02:00:00,4,Points,False,South,177.76
TX005932,S002,C003,2025-02-13 08:00:00,10,Points,True,East,405.97
TX005933,S004,C016,2025-01-03 16:00:00,7,Credit,False,North,320.58
TX005934,S005,C005,2025-01-20 14:00:00,12,Cash,False,North,131.82
TX005935,S004,C028,2025-04-21 12:00:00,10,Credit,True,North,162.68
TX005936,S004,C002,2025-04-14 12:00:00,6,Cash,False,West,312.06
TX005937,S003,C023,2025-04-08 08:00:00,3,QR,False,West,87.11
TX005938,S005,C030,2025-02-07 22:00:00,14,QR,True,West,725.7
TX005939,S001,C026,2025-03-06 06:00:00,7,Cash,False,East,91.94
TX005940,S003,C026,2025-01-27 10:00:00,4,QR,True,East,193.87
TX005941,S005,C007,2025-04-22 14:00:00,10,Points,True,East,141.88
TX005942,S002,C028,2025-02-14 02:00:00,11,Cash,True,East,367.58
TX005943,S003,C010,2025-03-14 08:00:00,11,Cash,True,South,625.67
TX005944,S002,C005,2024-12-05 14:00:00,8,Credit,True,North,111.07
TX005945,S003,C015,2024-12-31 10:00:00,7,Cash,True,West,192.73
TX005946,S004,C012,2025-04-23 12:00:00,7,Credit,True,West,251.42
TX005947,S005,C010,2025-04-07 06:00:00,9,Cash,True,South,494.76
TX005948,S002,C022,2025-04-27 06:00:00,8,Points,True,North,213.04
TX005949,S003,C017,2025-04-29 04:00:00,12,Points,True,North,604.22
TX005950,S002,C020,2025-01-07 20:00:00,1,Points,True,South,45.91
TX005951,S003,C020,2024-12-09 14:00:00,7,Credit,True,East,177.47
TX005952,S003,C011,2024-12-07 08:00:00,3,Credit,True,North,81.12
TX005953,S001,C008,2024-12-20 02:00:00,12,QR,False,East,234.61
TX005954,S001,C015,2025-03-17 18:00:00,4,Credit,True,South,178.59
TX005955,S001,C002,2025-03-18 06:00:00,6,Credit,True,West,228.93
TX005956,S002,C017,2024-12-28 12:00:00,5,Points,True,West,88.74
TX005957,S004,C023,2025-03-11 10:00:00,8,Cash,False,West,328.03
TX005958,S003,C006,2025-02-13 08:00:00,2,Credit,True,West,69.86
TX005959,S005,C021,2025-04-29 06:00:00,5,QR,False,North,73.15
TX005960,S001,C028,2025-04-11 02:00:00,5,Cash,True,East,288.43
TX005961,S002,C013,2025-01-27 06:00:00,3,Credit,False,West,155.21
TX005962,S002,C029,2024-12-03 04:00:00,14,Cash,False,West,189.72
TX005963,S002,C029,2025-03-19 06:00:00,10,Cash,False,West,565.63
TX005964,S005,C008,2025-04-19 14:00:00,13,Cash,False,South,725.84
TX005965,S005,C011,2024-12-25 20:00:00,5,Cash,False,North,60.55
TX005966,S001,C015,2025-02-18 16:00:00,4,Cash,True,South,80.3
TX005967,S005,C013,2025-02-05 12:00:00,11,Credit,True,East,496.32
TX005968,S001,C018,2025-03-03 20:00:00,5,Cash,True,West,283.64
TX005969,S005,C018,2025-01-09 22:00:00,10,Cash,False,North,511.56
TX005970,S005,C025,2025-01-17 16:00:00,9,QR,False,North,216.85
TX005971,S005,C017,2025-01-08 02:00:00,7,QR,False,North,81.7
TX005972,S001,C022,2025-04-02 20:00:00,1,Cash,False,South,33.64
TX005973,S003,C013,2024-12-31 08:00:00,3,Credit,True,South,43.79
TX005974,S001,C029,2025-02-10 12:00:00,9,QR,False,South,200.38
TX005975,S003,C003,2025-04-21 12:00:00,4,QR,True,South,168.02
TX005976,S002,C029,2024-12-30 04:00:00,4,Cash,False,East,139.0
TX005977,S002,C021,2025-04-19 20:00:00,10,Credit,False,West,288.36
TX005978,S001,C024,2025-03-29 14:00:00,6,Points,False,West,338.99
TX005979,S003,C007,2024-12-22 00:00:00,3,Credit,False,South,58.94
TX005980,S003,C029,2025-02-04 00:00:00,3,QR,False,South,103.12
TX005981,S003,C012,2025-02-05 20:00:00,9,QR,True,South,348.07
TX005982,S002,C004,2025-02-23 06:00:00,13,QR,False,East,339.26
TX005983,S001,C024,2025-01-08 04:00:00,5,QR,True,East,226.32
TX005984,S004,C027,2025-04-23 12:00:00,14,QR,True,North,747.1
TX005985,S003,C027,2025-02-15 08:00:00,7,Cash,False,West,259.52
TX005986,S003,C026,2025-01-11 12:00:00,5,Cash,False,South,245.33
TX005987,S004,C011,2025-02-18 02:00:00,6,Cash,False,North,78.29
TX005988,S001,C014,2025-01-12 06:00:00,8,QR,False,West,141.51
TX005989,S003,C018,2025-03-21 14:00:00,8,Cash,False,North,264.81
TX005990,S001,C007,2025-01-11 16:00:00,2,QR,False,East,112.1
TX005991,S003,C005,2025-02-05 20:00:00,11,Credit,True,East,402.38
TX005992,S005,C016,2025-01-19 18:00:00,9,Points,True,North,284.54
TX005993,S003,C011,2024-12-14 18:00:00,10,Credit,False,North,400.05
TX005994,S005,C022,2025-03-30 20:00:00,12,Points,False,West,194.68
TX005995,S001,C003,2025-01-08 10:00:00,12,Cash,True,South,512.21
TX005996,S003,C016,2025-02-15 14:00:00,12,Points,True,West,176.41
TX005997,S002,C011,2024-12-10 10:00:00,14,Credit,True,West,543.76
TX005998,S002,C010,2025-04-01 08:00:00,6,Credit,False,East,274.32
TX005999,S004,C023,2025-02-21 14:00:00,7,Points,True,East,214.03
TX006000,S002,C023,2025-03-25 22:00:00,3,Credit,False,North,166.64
TX006001,S005,C002,2025-04-23 04:00:00,4,Cash,False,East,70.41
TX006002,S002,C016,2024-12-18 04:00:00,6,Credit,True,West,111.29
TX006003,S002,C017,2025-04-29 06:00:00,7,Points,True,North,250.92
TX006004,S002,C010,2025-03-15 20:00:00,6,Cash,True,North,339.5
TX006005,S003,C018,2025-04-02 02:00:00,5,Points,False,East,147.67
TX006006,S004,C012,2025-03-25 20:00:00,14,QR,False,South,788.48
TX006007,S001,C008,2025-01-12 20:00:00,12,QR,True,East,536.08
TX006008,S004,C027,2025-03-13 14:00:00,2,Cash,False,North,98.26
TX006009,S005,C026,2025-01-29 00:00:00,12,Cash,True,North,682.72
TX006010,S003,C003,2025-03-06 16:00:00,7,Credit,False,South,270.31
TX006011,S003,C027,2024-12-12 10:00:00,5,Points,True,West,210.41
TX006012,S002,C020,2024-12-29 04:00:00,12,QR,False,North,467.39
TX006013,S002,C024,2025-01-14 16:00:00,9,Credit,True,South,443.19
TX006014,S005,C003,2024-12-06 14:00:00,13,QR,False,West,307.71
TX006015,S003,C006,2025-04-13 00:00:00,11,Credit,False,East,543.43
TX006016,S001,C002,2025-04-10 08:00:00,4,Credit,False,South,182.71
TX006017,S004,C003,2025-01-01 20:00:00,14,QR,True,West,561.45
TX006018,S003,C017,2024-12-02 12:00:00,10,Credit,False,North,119.4
TX006019,S001,C009,2025-01-26 20:00:00,12,QR,False,North,584.73
TX006020,S001,C004,2025-04-02 18:00:00,2,Cash,True,South,33.24
TX006021,S004,C022,2024-12-07 02:00:00,7,Points,True,East,406.69
TX006022,S001,C023,2025-01-17 16:00:00,7,Credit,False,South,98.52
TX006023,S005,C002,2025-02-17 04:00:00,1,QR,False,North,46.01
TX006024,S001,C024,2025-04-20 16:00:00,11,QR,True,West,308.23
TX006025,S005,C028,2025-03-19 06:00:00,14,Points,False,East,654.98
TX006026,S001,C009,2025-02-28 06:00:00,13,Points,False,West,467.32
TX006027,S002,C014,2024-12-18 12:00:00,5,Points,True,South,207.38
TX006028,S001,C026,2025-02-10 04:00:00,3,Credit,True,South,41.32
TX006029,S005,C011,2025-01-24 04:00:00,9,QR,True,West,524.92
TX006030,S001,C002,2025-04-17 02:00:00,9,Credit,False,West,91.73
TX006031,S001,C021,2025-02-21 18:00:00,7,Credit,False,West,399.41
TX006032,S001,C002,2025-01-27 20:00:00,12,Cash,True,South,460.95
TX006033,S005,C027,2025-01-14 22:00:00,9,Points,True,West,206.22
TX006034,S001,C005,2025-04-24 08:00:00,12,Cash,False,North,502.64
TX006035,S004,C007,2025-03-12 04:00:00,2,Cash,True,West,87.29
TX006036,S004,C022,2025-03-22 12:00:00,11,Credit,False,North,511.68
TX006037,S005,C004,2025-02-14 00:00:00,10,Credit,True,North,108.22
TX006038,S002,C014,2025-04-12 04:00:00,8,QR,True,West,473.11
TX006039,S004,C002,2025-04-20 08:00:00,10,Cash,False,East,408.96
TX006040,S003,C023,2025-02-03 22:00:00,10,Points,False,East,288.77
TX006041,S004,C012,2025-04-12 02:00:00,10,Cash,True,East,385.33
TX006042,S003,C010,2025-04-28 10:00:00,13,QR,False,North,245.97
TX006043,S005,C025,2025-03-05 16:00:00,1,Cash,False,East,22.36
TX006044,S002,C001,2024-12-15 02:00:00,3,Cash,True,East,42.87
TX006045,S003,C019,2025-04-04 06:00:00,8,Cash,False,West,431.69
TX006046,S003,C023,2025-04-21 18:00:00,11,QR,False,South,248.38
TX006047,S004,C016,2025-02-25 10:00:00,8,Cash,False,North,375.88
TX006048,S003,C015,2025-04-24 20:00:00,14,Credit,False,South,331.94
TX006049,S005,C014,2024-12-24 22:00:00,10,Cash,True,North,172.99
TX006050,S005,C009,2024-12-16 16:00:00,8,Credit,True,North,123.25
TX006051,S005,C029,2025-02-15 02:00:00,11,Cash,True,East,583.13
TX006052,S004,C021,2025-03-09 04:00:00,12,Credit,True,West,191.84
TX006053,S002,C023,2025-04-12 12:00:00,11,Cash,True,South,157.93
TX006054,S004,C015,2025-01-27 18:00:00,7,Points,False,South,73.27
TX006055,S005,C026,2025-04-25 10:00:00,2,Credit,False,East,56.64
TX006056,S004,C007,2025-02-12 22:00:00,3,Points,False,South,171.4
TX006057,S005,C004,2025-01-09 04:00:00,9,Credit,True,South,498.89
TX006058,S001,C021,2025-03-02 12:00:00,2,Cash,True,North,31.51
TX006059,S001,C018,2024-12-24 00:00:00,13,QR,True,West,138.12
TX006060,S003,C008,2025-02-17 06:00:00,7,Cash,False,West,332.85
TX006061,S002,C012,2025-04-19 00:00:00,1,QR,False,South,25.32
TX006062,S001,C015,2025-03-24 20:00:00,3,Points,False,South,155.2
TX006063,S005,C015,2025-03-31 16:00:00,13,QR,True,North,270.03
TX006064,S004,C017,2025-01-17 12:00:00,14,QR,True,East,484.55
TX006065,S004,C002,2025-04-07 20:00:00,1,QR,False,North,11.65
TX006066,S003,C012,2025-02-10 08:00:00,6,QR,False,East,328.41
TX006067,S004,C003,2025-02-22 08:00:00,4,Points,False,East,75.6
TX006068,S001,C007,2025-03-11 10:00:00,1,QR,True,North,24.74
TX006069,S004,C006,2025-01-08 02:00:00,5,Cash,True,West,169.93
TX006070,S001,C014,2025-02-15 10:00:00,14,Credit,False,North,329.89
TX006071,S001,C023,2025-02-08 08:00:00,4,Credit,False,East,48.03
TX006072,S002,C027,2025-03-01 14:00:00,14,Cash,True,West,160.36
TX006073,S003,C005,2025-02-08 20:00:00,11,Points,False,West,635.37
TX006074,S005,C030,2025-03-17 22:00:00,10,Cash,False,North,262.75
TX006075,S001,C004,2024-12-17 00:00:00,14,Cash,True,West,374.07
TX006076,S003,C015,2025-04-19 20:00:00,11,QR,False,West,617.59
TX006077,S005,C007,2025-01-21 06:00:00,10,QR,False,North,518.08
TX006078,S004,C003,2025-01-03 18:00:00,2,Points,False,South,88.69
TX006079,S003,C013,2025-04-25 18:00:00,13,Points,True,West,558.03
TX006080,S003,C010,2025-04-28 02:00:00,7,Credit,False,North,350.38
TX006081,S003,C023,2025-02-17 12:00:00,12,Points,False,North,221.33
TX006082,S004,C002,2025-01-30 00:00:00,8,Cash,True,South,345.71
TX006083,S004,C012,2024-12-08 16:00:00,4,Credit,False,West,59.68
TX006084,S003,C028,2025-01-05 18:00:00,9,Credit,False,East,146.93
TX006085,S002,C024,2025-01-24 10:00:00,3,QR,True,East,66.41
TX006086,S001,C028,2025-04-01 10:00:00,13,QR,False,West,591.37
TX006087,S004,C022,2025-03-29 22:00:00,6,Credit,False,West,327.76
TX006088,S002,C012,2025-01-06 02:00:00,11,QR,False,North,489.93
TX006089,S004,C019,2025-03-05 14:00:00,14,QR,True,North,431.64
TX006090,S003,C019,2025-01-01 04:00:00,14,QR,False,East,499.56
TX006091,S002,C021,2025-03-01 04:00:00,7,Credit,True,West,319.31
TX006092,S005,C003,2025-02-27 20:00:00,7,Credit,True,North,284.65
TX006093,S001,C006,2024-12-18 04:00:00,6,Credit,True,East,218.84
TX006094,S001,C002,2025-02-03 22:00:00,9,Cash,True,East,196.56
TX006095,S004,C024,2025-03-20 22:00:00,1,Credit,True,South,40.85
TX006096,S001,C013,2025-03-06 02:00:00,13,QR,True,West,142.13
TX006097,S005,C027,2025-01-14 06:00:00,9,Credit,True,South,342.02
TX006098,S002,C028,2025-03-14 18:00:00,13,Cash,False,North,663.48
TX006099,S002,C027,2024-12-14 18:00:00,9,QR,False,North,170.89
TX006100,S003,C009,2025-01-23 12:00:00,4,Points,True,East,62.84
TX006101,S002,C013,2025-03-09 06:00:00,13,Credit,False,North,760.65
TX006102,S004,C023,2025-03-11 14:00:00,12,Credit,False,South,626.08
TX006103,S005,C014,2024-12-08 10:00:00,12,Points,False,West,301.2
TX006104,S003,C019,2025-03-04 02:00:00,5,QR,True,East,102.14
TX006105,S004,C011,2024-12-02 00:00:00,3,Credit,False,East,80.11
TX006106,S004,C014,2025-02-20 00:00:00,7,Cash,True,North,220.93
TX006107,S004,C016,2025-02-06 00:00:00,2,QR,True,East,102.11
TX006108,S001,C010,2025-02-17 16:00:00,8,Credit,False,East,175.68
TX006109,S004,C020,2025-01-31 18:00:00,9,QR,True,West,414.38
TX006110,S001,C016,2025-04-01 18:00:00,6,Credit,True,East,338.79
TX006111,S002,C028,2025-04-10 02:00:00,9,Points,True,West,260.78
TX006112,S001,C026,2025-04-14 04:00:00,6,Credit,False,South,67.81
TX006113,S004,C002,2025-02-11 22:00:00,3,QR,False,East,154.14
TX006114,S005,C025,2025-03-08 18:00:00,10,Credit,False,South,454.21
TX006115,S005,C016,2025-01-24 22:00:00,3,Credit,True,West,52.36
TX006116,S002,C014,2025-02-24 22:00:00,2,QR,False,East,79.69
TX006117,S004,C021,2025-02-26 16:00:00,5,Credit,False,North,256.2
TX006118,S001,C028,2024-12-25 14:00:00,13,Credit,False,North,247.67
TX006119,S005,C018,2025-02-21 02:00:00,14,QR,True,East,296.03
TX006120,S003,C026,2025-02-16 02:00:00,4,Points,True,West,80.36
TX006121,S004,C006,2025-04-25 08:00:00,12,Cash,False,North,718.5
TX006122,S004,C007,2025-01-23 06:00:00,6,Cash,True,South,128.86
TX006123,S003,C013,2024-12-29 06:00:00,5,Cash,False,West,116.73
TX006124,S005,C002,2025-01-22 06:00:00,6,Cash,False,West,74.38
TX006125,S003,C015,2025-01-06 12:00:00,4,Cash,True,East,236.66
TX006126,S002,C017,2025-03-08 06:00:00,14,Cash,True,South,312.73
TX006127,S001,C013,2025-02-17 10:00:00,13,QR,True,West,601.4
TX006128,S001,C007,2025-02-08 02:00:00,3,QR,True,East,33.96
TX006129,S005,C001,2025-04-27 12:00:00,1,QR,True,South,49.17
TX006130,S003,C003,2025-01-13 04:00:00,5,Credit,True,West,237.65
TX006131,S004,C020,2025-02-20 06:00:00,6,Points,False,North,85.25
TX006132,S004,C018,2025-02-28 00:00:00,5,Points,False,South,80.65
TX006133,S004,C007,2025-02-18 12:00:00,5,Cash,True,West,123.78
TX006134,S002,C021,2025-03-16 04:00:00,12,Cash,True,South,332.8
TX006135,S002,C017,2025-02-18 06:00:00,6,QR,False,North,295.05
TX006136,S004,C028,2025-02-17 14:00:00,4,Points,False,West,52.24
TX006137,S005,C012,2024-12-13 20:00:00,14,Credit,True,North,595.17
TX006138,S002,C016,2025-03-11 08:00:00,12,Credit,True,East,257.12
TX006139,S002,C024,2025-03-14 04:00:00,4,QR,False,East,116.49
TX006140,S001,C010,2024-12-08 06:00:00,11,Cash,False,West,111.21
TX006141,S001,C023,2025-03-17 14:00:00,13,Points,False,West,319.23
TX006142,S005,C016,2025-04-07 20:00:00,8,Credit,False,South,148.54
TX006143,S002,C020,2025-03-02 08:00:00,11,Cash,False,West,387.18
TX006144,S002,C018,2025-02-16 12:00:00,8,Points,True,East,143.28
TX006145,S003,C015,2024-12-15 20:00:00,12,Credit,False,West,621.49
TX006146,S005,C023,2024-12-18 14:00:00,3,Cash,True,South,162.44
TX006147,S005,C011,2025-03-15 18:00:00,7,Credit,False,East,365.85
TX006148,S003,C018,2025-01-08 16:00:00,5,Cash,True,West,295.45
TX006149,S003,C006,2025-04-27 20:00:00,5,Cash,False,North,278.66
TX006150,S001,C001,2025-03-14 20:00:00,12,Cash,True,North,287.87
TX006151,S005,C030,2025-01-22 12:00:00,13,Points,False,North,334.4
TX006152,S005,C023,2025-02-07 16:00:00,3,QR,True,North,109.9
TX006153,S003,C007,2025-03-18 06:00:00,2,Cash,False,South,58.5
TX006154,S004,C012,2025-03-13 12:00:00,13,Cash,True,North,760.44
TX006155,S004,C020,2025-01-20 12:00:00,3,Credit,True,North,80.93
TX006156,S001,C004,2025-02-12 16:00:00,7,Credit,True,West,329.03
TX006157,S004,C010,2025-04-26 10:00:00,3,Points,True,North,116.3
TX006158,S004,C021,2024-12-31 10:00:00,11,QR,False,North,636.06
TX006159,S004,C002,2024-12-23 22:00:00,13,Credit,False,West,613.94
TX006160,S002,C009,2025-01-01 14:00:00,2,Points,True,East,50.36
TX006161,S001,C010,2025-04-27 04:00:00,4,Points,False,South,79.41
TX006162,S003,C020,2025-03-22 00:00:00,12,Points,True,South,632.77
TX006163,S004,C011,2025-04-17 20:00:00,5,Cash,False,East,277.75
TX006164,S002,C025,2025-03-18 14:00:00,13,QR,False,West,670.21
TX006165,S004,C014,2025-02-17 16:00:00,7,QR,True,East,328.11
TX006166,S002,C003,2025-03-01 14:00:00,1,QR,False,South,26.09
TX006167,S001,C025,2025-02-06 10:00:00,14,Cash,True,South,493.76
TX006168,S004,C001,2025-03-25 10:00:00,8,Cash,False,East,446.28
TX006169,S002,C007,2025-02-16 00:00:00,10,Credit,False,North,167.45
TX006170,S005,C004,2025-01-11 02:00:00,3,Credit,False,South,104.24
TX006171,S005,C007,2025-04-08 20:00:00,14,Credit,True,East,388.86
TX006172,S002,C016,2025-03-04 10:00:00,11,Points,False,North,482.62
TX006173,S004,C030,2025-03-02 04:00:00,6,QR,True,North,250.22
TX006174,S004,C010,2024-12-31 06:00:00,4,Cash,True,West,152.01
TX006175,S001,C015,2025-01-17 10:00:00,14,Credit,False,East,335.73
