StudentID,Gender,Faculty,EducationLevel,GPA,StudyHours,ExtraActHours,NumFriends,LifeSatisfaction,ExerciseFreq,PersonalExpense
STU2398,Male,Education,Grade 4,2.476594244,13,7,6,2,4,10624
STU2399,Male,Business,Grade 5,3.557045143,16,5,17,3,3,5580
STU2400,Female,Engineering,Grade 5,3.002398689,19,3,7,1,2,6671
STU2401,Male,Engineering,Grade 6,2.922091222,14,4,14,3,5,8224
STU2402,Female,Science,Grade 4,2.856031153,18,3,9,5,3,11618
STU2403,Male,Science,Grade 6,3.076033718,14,3,13,5,3,9292
STU2404,Male,Science,Grade 5,2.872875294,13,2,1,4,3,6256
STU2405,Male,Arts,Grade 4,1.983929612,8,4,9,1,5,5895
STU2406,Male,Business,Grade 5,3.707937633,18,2,18,4,2,8724
STU2407,Female,Business,Grade 6,2.944719819,8,3,14,3,3,6752
STU2408,Male,Business,Grade 4,3.915764315,13,3,19,2,1,5917
STU2409,Male,Business,Grade 6,2.118901862,19,8,1,4,0,5377
STU2410,Female,Science,Grade 5,2.116940339,13,4,16,5,1,10138
STU2411,Male,Engineering,Grade 5,2.862293232,21,6,2,1,5,6482
STU2412,Male,Science,Grade 5,3.488763659,12,6,3,3,2,3716
STU2413,Female,Business,Grade 4,2.390166389,14,6,4,1,3,5485
STU2414,Male,Science,Grade 6,2.370760972,17,1,11,1,4,7527
STU2415,Female,Business,Grade 6,3.185976169,16,3,18,1,3,8799
STU2416,Female,Education,Grade 5,2.843563167,18,4,11,5,2,9046
STU2417,Female,Engineering,Grade 6,3.272039956,22,3,4,2,3,8106
STU2418,Female,Education,Grade 4,2.852525098,20,5,14,4,8,9729
STU2419,Male,Arts,Grade 5,3.192568641,21,9,17,5,2,10315
STU2420,Female,Science,Grade 5,3.683066619,16,6,18,2,4,9567
STU2421,Male,Arts,Grade 5,2.391226604,14,4,2,3,6,11246
STU2422,Male,Science,Grade 4,3.592393507,16,7,1,4,0,9499
STU2423,Male,Education,Grade 5,2.147926266,11,4,10,2,4,3283
STU2424,Male,Business,Grade 5,3.304668287,18,7,13,3,1,9596
STU2425,Male,Business,Grade 5,3.709634585,15,4,4,4,4,7965
STU2426,Male,Science,Grade 5,2.737965988,13,2,12,3,2,8734
STU2427,Male,Business,Grade 6,3.322277557,12,8,7,5,3,8660
STU2428,Male,Education,Grade 5,2.756453422,12,3,5,3,1,10277
STU2429,Male,Business,Grade 4,3.292690567,13,4,11,1,1,6869
STU2430,Male,Education,Grade 5,1.870750322,11,10,6,5,3,7335
STU2431,Female,Arts,Grade 5,3.081078332,28,6,10,3,6,7505
STU2432,Female,Education,Grade 6,3.197695482,21,3,7,5,3,9261
STU2433,Female,Engineering,Grade 5,3.672340976,11,2,8,4,3,10051
STU2434,Male,Engineering,Grade 6,3.462627771,18,2,3,1,4,6301
STU2435,Female,Engineering,Grade 4,2.919381974,19,3,4,1,3,10704
STU2436,Female,Science,Grade 6,3.134032399,15,6,3,3,1,10456
STU2437,Female,Science,Grade 5,2.276941788,11,7,11,4,3,7237
STU2438,Male,Science,Grade 4,3.822037469,7,3,17,5,0,6885
STU2439,Male,Education,Grade 5,3.345579699,10,5,14,3,2,10206
STU2440,Male,Science,Grade 6,2.069549615,12,5,7,2,2,7975
STU2441,Male,Arts,Grade 4,3.122993524,21,6,10,3,1,5811
STU2442,Female,Engineering,Grade 4,3.161170222,10,5,13,2,4,7544
STU2443,Female,Education,Grade 6,2.613028052,18,6,6,1,2,4829
STU2444,Female,Engineering,Grade 6,3.048432768,26,6,15,3,3,6483
STU2445,Female,Science,Grade 4,2.562759901,18,7,7,3,3,10466
STU2446,Male,Education,Grade 4,2.297701214,21,2,10,1,4,11815
STU2447,Male,Business,Grade 6,2.693326509,14,8,0,5,1,7720
STU2448,Male,Arts,Grade 5,3.08579513,19,4,16,3,3,7750
STU2449,Female,Science,Grade 4,3.464165867,9,4,6,4,3,9621
STU2450,Male,Science,Grade 6,3.034909225,11,6,17,1,3,10770
STU2451,Male,Arts,Grade 5,3.469045684,17,4,11,5,2,6153
STU2452,Female,Arts,Grade 4,3.324351539,17,5,19,1,4,6599
STU2453,Female,Business,Grade 4,2.482300977,13,8,4,1,1,9723
STU2454,Male,Science,Grade 6,3.320551519,13,6,5,5,4,7227
STU2455,Male,Science,Grade 5,3.334371701,17,5,1,5,6,7380
STU2456,Male,Engineering,Grade 4,3.870900524,14,4,11,5,2,3517
STU2457,Male,Education,Grade 5,3.205327181,17,5,10,4,6,9301
STU2458,Male,Education,Grade 5,2.382662976,13,6,3,2,1,7558
STU2459,Male,Engineering,Grade 4,2.722959602,9,1,6,1,5,10880
STU2460,Female,Education,Grade 5,2.073721433,12,5,4,3,1,6882
STU2461,Female,Arts,Grade 4,3.255238759,11,2,10,2,1,9835
STU2462,Female,Education,Grade 5,3.82698377,12,10,15,3,2,8464
STU2463,Male,Education,Grade 4,1.804426255,20,3,9,3,2,6307
STU2464,Female,Engineering,Grade 6,3.848115171,14,7,8,3,5,7231
STU2465,Male,Business,Grade 4,3.248618752,9,10,5,4,3,7455
STU2466,Male,Education,Grade 4,2.461709173,10,4,12,4,1,7365
STU2467,Female,Education,Grade 4,3.12834732,10,6,3,2,4,8607
STU2468,Male,Business,Grade 5,2.477836161,17,6,10,5,3,10632
STU2469,Male,Engineering,Grade 6,3.220209883,17,7,10,4,2,5917
STU2470,Female,Business,Grade 5,3.031680525,20,6,15,1,3,8252
STU2471,Female,Engineering,Grade 5,3.164671785,17,7,19,2,3,7007
STU2472,Female,Arts,Grade 4,2.540530341,16,7,18,1,3,6914
STU2473,Male,Engineering,Grade 5,2.613339697,15,6,5,3,4,9638
STU2474,Female,Arts,Grade 4,3.250910706,18,8,16,1,4,10116
STU2475,Female,Arts,Grade 6,2.748636853,19,2,17,4,4,6223
STU2476,Male,Engineering,Grade 5,3.074508904,13,3,3,1,1,8372
STU2477,Female,Science,Grade 5,3.226491765,18,9,17,3,3,7057
STU2478,Female,Engineering,Grade 5,2.888822071,12,11,10,3,4,6656
STU2479,Female,Education,Grade 4,3.577550589,20,6,11,4,4,9061
STU2480,Male,Education,Grade 4,2.907224758,17,3,9,2,4,9580
STU2481,Male,Science,Grade 5,2.892212256,10,6,2,5,4,10411
STU2482,Male,Arts,Grade 5,2.684147412,11,6,14,2,2,10661
STU2483,Male,Science,Grade 6,3.519991013,18,6,17,5,3,9814
STU2484,Female,Education,Grade 6,2.64639588,10,4,15,4,5,6307
STU2485,Male,Science,Grade 6,3.627245097,11,5,6,4,4,11746
STU2486,Male,Engineering,Grade 6,3.081556356,13,8,10,4,4,5816
STU2487,Female,Science,Grade 6,4,18,5,9,3,2,9756
STU2488,Female,Arts,Grade 4,2.669770063,16,7,8,2,2,8599
STU2489,Female,Engineering,Grade 6,3.637596952,18,8,19,5,4,10372
STU2490,Male,Business,Grade 6,3.25512099,19,3,17,2,2,10421
STU2491,Male,Education,Grade 5,2.743122894,11,9,12,5,3,6281
STU2492,Male,Education,Grade 4,3.261839828,11,5,9,1,5,8414
STU2493,Female,Science,Grade 6,3.237477008,16,7,11,2,2,7241
STU2494,Female,Engineering,Grade 6,2.834030687,20,8,12,1,2,4279
STU2495,Male,Business,Grade 6,3.21414044,15,4,4,4,3,6637
STU2496,Female,Engineering,Grade 5,3.581720796,14,4,11,3,3,6982
STU2497,Female,Education,Grade 5,3.25567708,15,2,3,3,1,10526
STU2498,Female,Engineering,Grade 5,2.790407415,23,5,2,2,3,8088
STU2499,Male,Business,Grade 6,2.762248807,19,3,13,1,3,10851
STU2500,Female,Science,Grade 5,2.956295066,12,4,2,1,3,9963
STU2501,Female,Arts,Grade 6,3.556231007,14,3,1,5,0,8678
STU2502,Male,Engineering,Grade 4,2.623105455,15,7,7,2,4,7182
STU2503,Male,Arts,Grade 6,3.196065587,15,5,6,2,5,7338
STU2504,Female,Education,Grade 5,2.218766219,12,7,1,1,2,6819
STU2505,Female,Science,Grade 4,3.297305754,23,7,17,1,4,10717
STU2506,Male,Science,Grade 6,3.375885449,15,2,16,3,1,6222
STU2507,Male,Engineering,Grade 4,4,12,3,13,2,1,7650
STU2508,Female,Science,Grade 4,3.462646527,16,2,11,3,2,7644
STU2509,Female,Engineering,Grade 4,2.799399537,13,7,17,4,1,12517
STU2510,Female,Engineering,Grade 6,2.232710351,23,6,16,4,3,10277
STU2511,Female,Arts,Grade 5,3.257098243,22,5,15,1,7,7632
STU2512,Male,Science,Grade 6,2.836388848,12,6,9,5,2,6404
STU2513,Female,Engineering,Grade 5,3.167051199,13,11,3,1,3,6289
STU2514,Female,Arts,Grade 6,2.63990746,12,7,1,2,4,10507
STU2515,Male,Business,Grade 6,2.913401889,17,5,4,1,3,7089
STU2516,Female,Arts,Grade 6,2.150007349,9,1,13,3,6,7391
STU2517,Male,Arts,Grade 5,2.476896951,18,5,9,1,4,9406
STU2518,Female,Engineering,Grade 6,2.406364887,11,2,7,3,1,7887
STU2519,Female,Education,Grade 4,3.43639492,18,9,0,4,2,6720
STU2520,Male,Education,Grade 6,2.586367881,11,6,8,3,5,8336
STU2521,Male,Education,Grade 4,3.688965038,14,7,4,2,3,9746
STU2522,Female,Arts,Grade 5,2.591278059,13,2,8,1,5,6247
STU2523,Female,Engineering,Grade 5,4,15,3,8,2,2,6695
STU2524,Female,Science,Grade 6,2.025582867,8,6,17,3,4,10697
STU2525,Male,Arts,Grade 6,3.2121509,16,6,4,3,6,8127
STU2526,Female,Arts,Grade 6,3.019299016,17,2,15,3,3,6507
STU2527,Male,Engineering,Grade 4,2.394279243,14,3,1,3,2,6253
STU2528,Male,Business,Grade 5,2.724534216,14,4,3,3,2,10414
STU2529,Female,Arts,Grade 4,2.869359241,16,3,17,1,3,6713
STU2530,Male,Business,Grade 4,3.12490313,14,4,4,5,1,10176
STU2531,Female,Business,Grade 6,2.531791651,9,1,7,2,1,8905
STU2532,Female,Education,Grade 6,3.212660194,7,5,11,4,3,6996
STU2533,Female,Engineering,Grade 4,3.059861925,11,4,13,4,1,7231
STU2534,Female,Business,Grade 4,3.38959238,12,8,16,2,1,6899
STU2535,Female,Engineering,Grade 6,2.568818988,11,5,11,1,5,8151
STU2536,Male,Education,Grade 6,2.7953335,15,6,1,2,1,10344
STU2537,Male,Engineering,Grade 4,3.721059188,26,3,3,3,4,8712
STU2538,Female,Arts,Grade 6,2.546980754,17,8,10,5,1,5868
STU2539,Female,Business,Grade 6,2.30376164,15,4,11,2,4,10598
STU2540,Male,Engineering,Grade 4,2.684522418,13,5,18,1,3,12357
STU2541,Male,Science,Grade 4,2.112025151,16,2,1,3,7,5983
STU2542,Male,Engineering,Grade 5,3.836446739,12,4,9,2,8,4555
STU2543,Male,Business,Grade 4,2.858618332,10,9,9,2,4,8070
STU2544,Female,Education,Grade 6,2.863447307,11,6,1,3,2,8042
STU2545,Female,Education,Grade 4,3.371263479,12,0,18,1,1,9414
STU2546,Male,Business,Grade 4,2.637221558,8,4,19,5,3,8255
STU2547,Female,Arts,Grade 4,2.892034815,18,3,3,5,3,6895
STU2548,Male,Arts,Grade 5,2.624028169,18,4,17,3,4,6293
STU2549,Female,Education,Grade 5,2.122484545,15,5,19,4,2,7956
STU2550,Male,Education,Grade 6,3.02537894,16,4,17,1,0,9987
STU2551,Female,Business,Grade 5,3.512863714,12,5,13,4,2,6933
STU2552,Male,Arts,Grade 4,3.039647477,13,6,19,4,4,9109
STU2553,Male,Education,Grade 5,3.459895662,14,4,12,4,2,6898
STU2554,Female,Arts,Grade 4,2.45210405,13,4,14,1,1,6624
STU2555,Male,Education,Grade 5,2.622980377,17,7,14,4,3,9842
STU2556,Female,Engineering,Grade 5,2.352851467,17,7,19,3,5,10428
STU2557,Female,Science,Grade 5,3.183278773,9,0,3,2,4,8403
STU2558,Male,Engineering,Grade 4,2.841195685,14,8,14,3,2,6027
STU2559,Female,Education,Grade 5,2.822470709,6,7,13,2,4,6727
STU2560,Female,Science,Grade 4,3.334493095,13,2,6,5,5,5076
STU2561,Female,Science,Grade 4,2.763508508,13,12,16,4,4,8995
STU2562,Female,Education,Grade 6,3.539835857,13,8,8,5,3,7593
STU2563,Female,Education,Grade 5,3.117828794,16,5,3,5,7,7994
STU2564,Male,Arts,Grade 6,2.81692608,15,6,17,1,5,9347
STU2565,Female,Education,Grade 6,2.224198331,15,9,12,4,3,6266
STU2566,Female,Business,Grade 4,3.331637139,16,8,14,5,2,9374
STU2567,Female,Education,Grade 5,3.141467815,19,5,3,2,2,10487
STU2568,Female,Business,Grade 4,3.165534238,23,5,17,2,4,5453
STU2569,Female,Education,Grade 4,3.1814818,15,3,9,1,4,9272
STU2570,Male,Arts,Grade 5,2.735456966,10,11,6,5,2,8536
STU2571,Female,Business,Grade 4,2.924312961,13,3,5,5,4,9277
STU2572,Male,Engineering,Grade 5,2.770724365,15,4,12,5,4,8948
STU2573,Male,Business,Grade 5,3.625032242,19,5,17,1,2,6885
STU2574,Male,Arts,Grade 4,2.862439853,16,6,8,4,2,9576
STU2575,Male,Business,Grade 4,2.690379904,15,4,10,5,7,6935
STU2576,Female,Education,Grade 6,3.659382039,14,4,15,5,2,9136
STU2577,Male,Education,Grade 4,3.604985618,8,2,7,3,4,10853
STU2578,Male,Arts,Grade 5,3.118187146,10,4,4,2,1,5723
STU2579,Female,Science,Grade 6,2.935065837,23,2,14,4,1,6554
STU2580,Female,Education,Grade 5,2.810225233,21,2,1,4,3,6391
STU2581,Female,Engineering,Grade 6,2.978012962,15,5,4,4,6,8582
STU2582,Male,Arts,Grade 4,2.562644208,13,3,9,5,2,9411
STU2583,Female,Business,Grade 4,3.24168347,14,3,18,3,1,7498
STU2584,Female,Business,Grade 4,3.826251482,17,5,13,4,4,6623
STU2585,Male,Engineering,Grade 5,3.281309939,15,5,12,1,4,10629
STU2586,Female,Education,Grade 6,2.448381861,19,9,13,1,4,9824
STU2587,Female,Arts,Grade 5,3.227550383,18,6,3,2,4,4651
STU2588,Female,Engineering,Grade 6,3.097269282,14,11,6,3,1,7959
STU2589,Female,Education,Grade 4,3.223147402,22,10,17,4,3,6786
STU2590,Male,Arts,Grade 5,2.590215628,14,4,5,3,2,8493
STU2591,Female,Business,Grade 4,3.001678671,14,4,14,1,4,9325
STU2592,Female,Arts,Grade 5,3.44154945,14,6,10,4,3,9513
STU2593,Male,Science,Grade 4,2.465001055,18,3,16,5,4,7435
STU2594,Female,Arts,Grade 5,2.775438384,11,8,9,1,3,7727
STU2595,Male,Science,Grade 5,2.856073178,20,8,15,2,4,7700
STU2596,Female,Arts,Grade 6,3.499183559,11,8,18,4,1,6324
STU2597,Male,Science,Grade 4,3.573749623,16,4,10,2,2,7478
STU2598,Male,Business,Grade 6,2.042433873,9,5,6,3,2,5404
STU2599,Male,Education,Grade 6,3.498754393,18,3,13,2,2,7828
STU2600,Male,Science,Grade 4,3.589477542,20,2,0,2,3,6665
STU2601,Female,Science,Grade 5,3.557343714,10,8,16,5,4,8576
STU2602,Male,Business,Grade 6,2.73518638,7,1,12,2,3,9303
STU2603,Female,Science,Grade 4,2.885099026,10,6,7,5,3,4540
STU2604,Male,Engineering,Grade 5,2.216289368,22,9,18,2,4,8112
STU2605,Male,Business,Grade 6,1.952523443,21,7,7,5,6,11027
STU2606,Male,Engineering,Grade 6,2.819242797,16,2,16,1,4,7340
STU2607,Female,Business,Grade 6,3.038234358,15,3,4,5,1,4859
STU2608,Male,Science,Grade 5,3.088384736,12,1,10,1,8,6319
STU2609,Female,Engineering,Grade 6,3.410569827,9,3,13,1,0,8621
STU2610,Female,Science,Grade 5,4,15,7,9,4,2,9150
STU2611,Female,Business,Grade 6,2.802004668,17,6,11,1,3,6744
STU2612,Female,Science,Grade 4,2.472215431,9,4,2,4,5,8394
STU2613,Female,Engineering,Grade 6,3.27306734,19,3,8,5,2,9944
STU2614,Female,Engineering,Grade 4,3.111121193,15,2,10,3,0,8004
STU2615,Female,Science,Grade 4,2.71273929,10,4,8,4,6,9074
STU2616,Female,Arts,Grade 4,3.455426087,15,2,0,3,5,8721
STU2617,Female,Business,Grade 5,2.594032508,9,5,17,5,4,8266
STU2618,Male,Business,Grade 4,2.93571664,15,4,2,4,8,4746
STU2619,Male,Science,Grade 6,2.964541129,15,8,13,5,1,8432
STU2620,Male,Arts,Grade 5,2.526143649,16,7,3,3,4,2737
STU2621,Male,Engineering,Grade 4,2.14514751,9,2,4,5,3,8168
STU2622,Male,Education,Grade 5,3.109475006,13,2,9,3,2,6068
STU2623,Female,Education,Grade 5,3.684357744,11,3,4,1,2,7568
STU2624,Female,Science,Grade 5,3.480450928,15,8,2,3,2,8475
STU2625,Female,Arts,Grade 6,3.513899791,9,5,19,3,1,12223
STU2626,Female,Arts,Grade 4,2.600525152,12,7,8,1,4,6769
STU2627,Female,Business,Grade 5,3.107034786,13,9,11,4,7,7448
STU2628,Female,Engineering,Grade 5,2.287920143,17,10,1,2,6,9066
STU2629,Female,Arts,Grade 5,3.084457506,17,5,10,4,4,5308
STU2630,Male,Education,Grade 4,3.694392254,20,7,0,2,2,10054
STU2631,Male,Engineering,Grade 5,3.709918562,17,7,15,1,5,8426
STU2632,Male,Engineering,Grade 5,4,14,7,2,4,3,8134
STU2633,Male,Science,Grade 6,3.494589012,15,6,12,5,1,9854
STU2634,Female,Arts,Grade 4,3.237874528,22,3,14,5,4,6323
STU2635,Female,Science,Grade 6,3.437361591,23,7,0,4,3,6661
STU2636,Female,Arts,Grade 4,3.34028708,9,4,15,5,3,7730
STU2637,Male,Business,Grade 4,2.596372876,17,7,14,1,4,5922
STU2638,Female,Science,Grade 4,2.24233501,20,3,5,5,4,9632
STU2639,Female,Science,Grade 6,3.44137936,11,3,14,5,0,6604
STU2640,Female,Education,Grade 6,4,18,5,19,2,6,8313
STU2641,Male,Science,Grade 6,3.461985714,15,4,17,2,3,7140
STU2642,Female,Arts,Grade 6,2.055638142,13,3,16,3,1,7343
STU2643,Male,Education,Grade 5,2.740349078,13,8,13,1,1,6125
STU2644,Male,Science,Grade 5,2.901653615,11,3,17,5,2,6692
STU2645,Male,Science,Grade 5,2.071978337,10,5,16,1,1,6795
STU2646,Male,Business,Grade 4,2.311551479,12,4,0,1,3,7232
STU2647,Female,Science,Grade 5,2.981462253,8,4,13,2,2,6878
STU2648,Male,Engineering,Grade 4,3.130817189,15,0,6,5,2,6341
STU2649,Male,Education,Grade 6,2.506992929,12,6,0,3,4,4743
STU2650,Female,Engineering,Grade 4,2.28853018,11,8,2,4,2,7125
STU2651,Female,Education,Grade 4,3.59665294,16,4,10,3,5,8990
STU2652,Male,Business,Grade 5,2.808735571,14,3,17,2,0,5733
STU2653,Female,Science,Grade 6,2.880293912,16,1,13,3,4,10484
STU2654,Male,Science,Grade 6,2.726664879,17,4,2,2,2,4697
STU2655,Male,Science,Grade 5,2.614412354,19,4,1,2,0,4996
STU2656,Male,Education,Grade 6,3.651391638,20,7,19,1,2,4502
STU2657,Male,Science,Grade 6,2.560101827,12,2,14,5,2,10036
STU2658,Female,Engineering,Grade 6,3.089841746,20,9,6,4,0,7284
STU2659,Male,Science,Grade 5,3.004352165,13,6,12,2,4,10851
STU2660,Female,Business,Grade 6,2.025913111,25,2,3,2,0,4731
STU2661,Female,Engineering,Grade 4,3.120473441,21,4,7,1,3,12803
STU2662,Female,Science,Grade 4,2.228015551,20,4,1,4,5,6275
STU2663,Female,Science,Grade 6,3.317730054,18,6,12,2,3,7506
STU2664,Male,Arts,Grade 5,2.406791735,9,3,3,5,9,7606
STU2665,Female,Education,Grade 5,3.261009305,12,4,12,5,3,8512
STU2666,Male,Engineering,Grade 5,2.785247078,12,1,15,1,4,8096
STU2667,Female,Arts,Grade 6,2.662837626,8,4,11,2,1,8086
STU2668,Female,Business,Grade 6,3.105283229,12,7,12,4,4,10217
STU2669,Male,Education,Grade 4,2.264070466,19,8,0,1,1,7032
STU2670,Male,Engineering,Grade 5,2.965389671,12,8,2,1,4,6975
STU2671,Male,Science,Grade 4,3.39112502,19,6,2,3,3,10884
STU2672,Female,Engineering,Grade 4,3.521302216,10,3,11,1,4,8266
STU2673,Female,Science,Grade 5,2.768684543,24,4,3,3,3,6825
STU2674,Male,Education,Grade 6,2.84167385,14,3,0,3,2,9392
STU2675,Male,Science,Grade 6,2.254048769,8,8,16,2,4,7643
STU2676,Male,Business,Grade 4,2.624643419,23,6,19,5,3,11688
STU2677,Male,Science,Grade 4,2.219944747,12,5,8,4,0,6098
STU2678,Female,Business,Grade 4,3.220036798,21,6,4,1,1,8618
STU2679,Male,Education,Grade 4,3.42108336,9,12,2,2,1,5959
STU2680,Male,Education,Grade 5,2.772887914,16,7,6,4,3,7644
STU2681,Male,Engineering,Grade 4,2.470883926,14,10,2,1,0,6551
STU2682,Male,Business,Grade 4,3.154095887,17,7,4,5,5,8008
STU2683,Female,Business,Grade 6,2.566017147,18,10,11,5,9,7213
STU2684,Male,Arts,Grade 6,3.335969434,11,1,2,3,6,6352
STU2685,Female,Arts,Grade 6,3.967715141,16,5,0,3,3,5961
STU2686,Male,Arts,Grade 5,2.55778347,11,7,2,4,3,8059
STU2687,Male,Science,Grade 5,2.629162199,11,7,15,1,1,7270
STU2688,Female,Arts,Grade 6,2.270214649,11,2,17,3,1,9258
STU2689,Male,Business,Grade 6,3.073054547,12,7,2,2,5,5840
STU2690,Female,Science,Grade 4,3.039062034,17,4,4,3,2,8505
STU2691,Female,Education,Grade 4,2.864720352,17,5,4,4,2,8558
STU2692,Male,Engineering,Grade 5,3.008073524,18,7,8,2,3,11362
STU2693,Female,Arts,Grade 5,2.478162509,13,4,11,5,6,8374
STU2694,Female,Education,Grade 4,2.168400162,13,4,15,2,2,8868
STU2695,Female,Business,Grade 6,2.620465112,16,3,8,4,6,4940
STU2696,Female,Engineering,Grade 4,2.042238642,14,5,17,5,2,8334
STU2697,Female,Education,Grade 5,2.557735885,6,7,10,1,3,5659
STU2698,Female,Engineering,Grade 5,3.15486372,12,6,16,4,1,5001
STU2699,Female,Arts,Grade 4,3.029832593,15,6,0,3,2,7581
STU2700,Female,Business,Grade 4,2.113108635,14,8,2,4,5,8712
STU2701,Male,Engineering,Grade 4,3.524673273,12,3,4,4,3,9267
STU2702,Male,Education,Grade 5,2.902714551,20,7,0,4,2,11194
STU2703,Female,Arts,Grade 6,2.350338199,15,8,14,5,1,6920
STU2704,Male,Arts,Grade 4,2.817822545,13,6,16,4,1,6471
STU2705,Female,Education,Grade 5,2.708494126,10,2,3,1,3,6318
STU2706,Female,Education,Grade 5,2.566130648,20,5,13,4,3,6867
STU2707,Male,Engineering,Grade 5,3.406296352,13,5,1,3,2,6638
STU2708,Female,Science,Grade 4,2.44683751,9,7,3,2,1,10074
STU2709,Female,Arts,Grade 4,3.092323079,17,4,4,5,2,11400
STU2710,Female,Engineering,Grade 6,2.329340905,17,5,6,3,3,8484
STU2711,Female,Education,Grade 5,2.981551953,19,7,3,1,7,8502
STU2712,Male,Engineering,Grade 4,3.132711341,12,2,7,4,8,7633
STU2713,Female,Education,Grade 5,3.13366914,15,2,10,5,3,8181
STU2714,Female,Business,Grade 5,3.040403069,13,5,7,5,0,10025
STU2715,Female,Education,Grade 6,2.880492375,15,3,3,5,1,6074
STU2716,Male,Education,Grade 4,2.467952924,9,5,10,3,4,6840
STU2717,Female,Education,Grade 4,2.473724105,15,7,11,2,4,8208
STU2718,Male,Science,Grade 5,3.149414401,14,6,1,2,2,5411
STU2719,Male,Education,Grade 5,2.369295581,17,1,14,1,2,8159
STU2720,Female,Arts,Grade 6,2.254646286,17,6,13,3,3,5387
STU2721,Female,Arts,Grade 6,3.714884908,19,4,18,3,4,8424
STU2722,Male,Engineering,Grade 6,2.870141551,15,7,16,3,1,7881
STU2723,Female,Science,Grade 6,3.317507343,12,6,15,4,5,8057
STU2724,Male,Engineering,Grade 6,3.436744106,15,3,4,3,6,8316
STU2725,Male,Arts,Grade 6,3.025563497,12,2,19,3,2,9606
STU2726,Female,Arts,Grade 5,2.811611644,13,4,0,5,4,7101
STU2727,Female,Business,Grade 6,2.820107391,18,3,9,5,3,7830
STU2728,Male,Education,Grade 5,3.804015286,23,4,6,5,2,6722
STU2729,Male,Arts,Grade 5,2.720596084,17,4,9,3,1,8114
STU2730,Male,Engineering,Grade 4,3.088215923,15,1,15,3,3,8031
STU2731,Male,Engineering,Grade 5,3.338659573,17,8,4,5,3,5932
STU2732,Female,Education,Grade 5,3.125354889,6,6,18,1,2,9502
STU2733,Female,Education,Grade 6,3.542191816,14,6,5,1,3,8824
STU2734,Female,Business,Grade 5,2.806691993,19,5,11,2,2,9848
STU2735,Female,Science,Grade 6,3.336675095,13,3,5,4,2,8823
STU2736,Female,Engineering,Grade 6,2.102695629,14,5,9,4,6,9533
STU2737,Male,Education,Grade 6,3.673457732,13,3,9,2,2,6370
STU2738,Female,Engineering,Grade 4,3.56157505,17,6,12,5,4,7352
STU2739,Female,Education,Grade 6,2.847787011,10,6,18,5,6,6020
STU2740,Female,Arts,Grade 5,3.219419218,11,7,16,3,2,9278
STU2741,Female,Engineering,Grade 6,3.445532485,22,1,15,4,5,7665
STU2742,Female,Arts,Grade 6,2.481123536,17,4,3,3,1,7298
STU2743,Male,Engineering,Grade 6,2.927736952,13,5,19,3,5,8432
STU2744,Male,Science,Grade 4,2.347125011,15,7,2,4,2,8055
STU2745,Male,Business,Grade 5,3.569208213,17,3,4,5,3,7936
STU2746,Female,Arts,Grade 4,3.41138031,15,4,12,1,3,11115
STU2747,Male,Education,Grade 5,2.859525542,22,4,13,5,2,6120
STU2748,Male,Science,Grade 4,2.80154335,22,5,8,5,0,6529
STU2749,Female,Engineering,Grade 5,2.92552172,15,4,8,3,3,9061
STU2750,Female,Arts,Grade 4,2.551371332,9,2,7,3,3,7219
STU2751,Female,Engineering,Grade 6,2.912981212,13,3,9,3,5,5929
STU2752,Male,Engineering,Grade 4,2.481134611,9,6,19,4,2,3608
STU2753,Male,Engineering,Grade 4,3.449165558,16,2,17,4,1,6871
STU2754,Female,Business,Grade 6,3.568467853,11,3,11,2,5,8298
STU2755,Female,Business,Grade 6,3.472596494,18,8,12,3,3,7295
STU2756,Male,Education,Grade 5,2.40290008,18,8,15,4,2,7963
STU2757,Male,Arts,Grade 5,2.895774611,12,5,2,2,2,6130
STU2758,Female,Science,Grade 5,3.292364546,12,8,8,3,2,9281
STU2759,Female,Science,Grade 4,3.384379019,13,4,15,3,2,6851
STU2760,Male,Science,Grade 5,2.080567583,11,4,16,1,2,9956
STU2761,Female,Engineering,Grade 4,3.3702448,16,3,15,4,5,8508
STU2762,Male,Business,Grade 4,2.378365896,19,3,9,2,3,8861
STU2763,Male,Arts,Grade 5,2.92301781,17,5,17,3,3,8616
STU2764,Male,Engineering,Grade 5,3.628743829,17,5,1,4,3,7535
STU2765,Male,Business,Grade 4,3.561035172,18,4,13,2,2,8102
STU2766,Female,Business,Grade 6,3.663065095,20,6,4,1,4,7592
STU2767,Female,Arts,Grade 6,2.466864814,14,8,5,2,4,10025
STU2768,Male,Arts,Grade 4,2.590354857,20,9,19,3,4,5504
STU2769,Male,Arts,Grade 5,2.718599479,10,4,0,5,3,10863
STU2770,Male,Engineering,Grade 4,2.926779711,16,8,14,5,2,6453
STU2771,Male,Education,Grade 4,3.108350572,21,4,2,1,4,8276
STU2772,Male,Arts,Grade 5,3.638627475,10,6,18,3,1,7529
STU2773,Female,Education,Grade 6,2.535693933,15,4,17,3,4,8476
STU2774,Female,Engineering,Grade 4,2.685573407,15,6,14,4,1,8614
STU2775,Female,Education,Grade 6,3.711820535,20,4,17,5,3,9254
STU2776,Female,Science,Grade 6,2.420476062,16,9,0,4,7,7033
STU2777,Male,Education,Grade 5,3.36342625,16,7,13,3,2,10178
STU2778,Male,Arts,Grade 4,2.955676109,12,5,16,1,4,9675
